alpha,expectedWelfare,expectedPayment,expectedRevenue,ros
3.055000,46.785608,55.360065,-8.574457,0.845115
3.060000,46.796104,55.392157,-8.596053,0.844815
3.065000,46.806549,55.424144,-8.617595,0.844516
3.070000,46.816942,55.456026,-8.639084,0.844217
3.075000,46.827285,55.487805,-8.660520,0.843920
3.080000,46.837578,55.519481,-8.681903,0.843624
3.085000,46.847821,55.551053,-8.703233,0.843329
3.090000,46.858014,55.582524,-8.724511,0.843035
3.095000,46.868157,55.613893,-8.745736,0.842742
3.100000,46.878252,55.645161,-8.766909,0.842450
3.105000,46.888298,55.676329,-8.788031,0.842159
3.110000,46.898295,55.707395,-8.809100,0.841868
3.115000,46.908244,55.738363,-8.830118,0.841579
3.120000,46.918146,55.769231,-8.851085,0.841291
3.125000,46.928000,55.800000,-8.872000,0.841004
3.130000,46.937807,55.830671,-8.892864,0.840717
3.135000,46.947567,55.861244,-8.913677,0.840432
3.140000,46.957280,55.891720,-8.934440,0.840147
3.145000,46.966947,55.922099,-8.955151,0.839864
3.150000,46.976568,55.952381,-8.975813,0.839581
3.155000,46.986144,55.982567,-8.996424,0.839300
3.160000,46.995674,56.012658,-9.016984,0.839019
3.165000,47.005159,56.042654,-9.037495,0.838739
3.170000,47.014599,56.072555,-9.057957,0.838460
3.175000,47.023994,56.102362,-9.078368,0.838182
3.180000,47.033345,56.132075,-9.098730,0.837905
3.185000,47.042652,56.161695,-9.119043,0.837629
3.190000,47.051916,56.191223,-9.139307,0.837353
3.195000,47.061136,56.220657,-9.159522,0.837079
3.200000,47.070312,56.250000,-9.179687,0.836806
3.205000,47.079446,56.279251,-9.199805,0.836533
3.210000,47.088538,56.308411,-9.219874,0.836261
3.215000,47.097586,56.337481,-9.239894,0.835990
3.220000,47.106593,56.366460,-9.259867,0.835720
3.225000,47.115558,56.395349,-9.279791,0.835451
3.230000,47.124481,56.424149,-9.299667,0.835183
3.235000,47.133363,56.452859,-9.319496,0.834915
3.240000,47.142204,56.481481,-9.339278,0.834649
3.245000,47.151004,56.510015,-9.359011,0.834383
3.250000,47.159763,56.538462,-9.378698,0.834118
3.255000,47.168482,56.566820,-9.398338,0.833854
3.260000,47.177161,56.595092,-9.417931,0.833591
3.265000,47.185800,56.623277,-9.437477,0.833329
3.270000,47.194400,56.651376,-9.456976,0.833067
3.275000,47.202960,56.679389,-9.476429,0.832806
3.280000,47.211481,56.707317,-9.495836,0.832547
3.285000,47.219963,56.735160,-9.515196,0.832287
3.290000,47.228407,56.762918,-9.534511,0.832029
3.295000,47.236812,56.790592,-9.553780,0.831772
3.300000,47.245179,56.818182,-9.573003,0.831515
3.305000,47.253508,56.845688,-9.592180,0.831259
3.310000,47.261799,56.873112,-9.611312,0.831004
3.315000,47.270053,56.900452,-9.630399,0.830750
3.320000,47.278270,56.927711,-9.649441,0.830497
3.325000,47.286449,56.954887,-9.668438,0.830244
3.330000,47.294592,56.981982,-9.687390,0.829992
3.335000,47.302698,57.008996,-9.706298,0.829741
3.340000,47.310768,57.035928,-9.725160,0.829491
3.345000,47.318801,57.062780,-9.743979,0.829241
3.350000,47.326799,57.089552,-9.762753,0.828992
3.355000,47.334761,57.116244,-9.781484,0.828744
3.360000,47.342687,57.142857,-9.800170,0.828497
3.365000,47.350578,57.169391,-9.818813,0.828251
3.370000,47.358434,57.195846,-9.837412,0.828005
3.375000,47.366255,57.222222,-9.855967,0.827760
3.380000,47.374042,57.248521,-9.874479,0.827516
3.385000,47.381793,57.274742,-9.892948,0.827272
3.390000,47.389511,57.300885,-9.911374,0.827029
3.395000,47.397195,57.326951,-9.929757,0.826787
3.400000,47.404844,57.352941,-9.948097,0.826546
3.405000,47.412460,57.378855,-9.966394,0.826305
3.410000,47.420043,57.404692,-9.984649,0.826066
3.415000,47.427592,57.430454,-10.002862,0.825827
3.420000,47.435108,57.456140,-10.021032,0.825588
3.425000,47.442592,57.481752,-10.039160,0.825350
3.430000,47.450042,57.507289,-10.057247,0.825114
3.435000,47.457460,57.532751,-10.075291,0.824877
3.440000,47.464846,57.558140,-10.093294,0.824642
3.445000,47.472199,57.583454,-10.111255,0.824407
3.450000,47.479521,57.608696,-10.129175,0.824173
3.455000,47.486811,57.633864,-10.147053,0.823939
3.460000,47.494069,57.658960,-10.164890,0.823707
3.465000,47.501296,57.683983,-10.182686,0.823475
3.470000,47.508492,57.708934,-10.200442,0.823243
3.475000,47.515657,57.733813,-10.218156,0.823013
3.480000,47.522790,57.758621,-10.235830,0.822783
3.485000,47.529893,57.783357,-10.253464,0.822553
3.490000,47.536966,57.808023,-10.271057,0.822325
3.495000,47.544008,57.832618,-10.288610,0.822097
3.500000,47.551020,57.857143,-10.306122,0.821869
3.505000,47.558003,57.881598,-10.323595,0.821643
3.510000,47.564955,57.905983,-10.341028,0.821417
3.515000,47.571877,57.930299,-10.358421,0.821192
3.520000,47.578771,57.954545,-10.375775,0.820967
3.525000,47.585635,57.978723,-10.393089,0.820743
3.530000,47.592469,58.002833,-10.410364,0.820520
3.535000,47.599275,58.026874,-10.427599,0.820297
3.540000,47.606052,58.050847,-10.444796,0.820075
3.545000,47.612800,58.074753,-10.461953,0.819854
3.550000,47.619520,58.098592,-10.479072,0.819633
3.555000,47.626211,58.122363,-10.496151,0.819413
3.560000,47.632875,58.146067,-10.513193,0.819193
3.565000,47.639510,58.169705,-10.530196,0.818975
3.570000,47.646117,58.193277,-10.547160,0.818756
3.575000,47.652697,58.216783,-10.564086,0.818539
3.580000,47.659249,58.240223,-10.580974,0.818322
3.585000,47.665774,58.263598,-10.597825,0.818106
3.590000,47.672271,58.286908,-10.614637,0.817890
3.595000,47.678742,58.310153,-10.631411,0.817675
3.600000,47.685185,58.333333,-10.648148,0.817460
3.605000,47.691602,58.356449,-10.664848,0.817246
3.610000,47.697992,58.379501,-10.681510,0.817033
3.615000,47.704355,58.402490,-10.698134,0.816821
3.620000,47.710693,58.425414,-10.714722,0.816609
3.625000,47.717004,58.448276,-10.731272,0.816397
3.630000,47.723288,58.471074,-10.747786,0.816186
3.635000,47.729547,58.493810,-10.764263,0.815976
3.640000,47.735781,58.516484,-10.780703,0.815766
3.645000,47.741988,58.539095,-10.797106,0.815557
3.650000,47.748170,58.561644,-10.813473,0.815349
3.655000,47.754327,58.584131,-10.829804,0.815141
3.660000,47.760459,58.606557,-10.846099,0.814934
3.665000,47.766565,58.628922,-10.862357,0.814727
3.670000,47.772647,58.651226,-10.878580,0.814521
3.675000,47.778703,58.673469,-10.894766,0.814315
3.680000,47.784735,58.695652,-10.910917,0.814110
3.685000,47.790743,58.717775,-10.927032,0.813906
3.690000,47.796726,58.739837,-10.943111,0.813702
3.695000,47.802685,58.761840,-10.959156,0.813499
3.700000,47.808619,58.783784,-10.975164,0.813296
3.705000,47.814530,58.805668,-10.991138,0.813094
3.710000,47.820417,58.827493,-11.007076,0.812892
3.715000,47.826280,58.849260,-11.022980,0.812691
3.720000,47.832119,58.870968,-11.038848,0.812491
3.725000,47.837935,58.892617,-11.054682,0.812291
3.730000,47.843728,58.914209,-11.070481,0.812091
3.735000,47.849497,58.935743,-11.086246,0.811893
3.740000,47.855243,58.957219,-11.101976,0.811694
3.745000,47.860966,58.978638,-11.117672,0.811497
3.750000,47.866667,59.000000,-11.133333,0.811299
3.755000,47.872344,59.021305,-11.148961,0.811103
3.760000,47.877999,59.042553,-11.164554,0.810907
3.765000,47.883631,59.063745,-11.180114,0.810711
3.770000,47.889241,59.084881,-11.195639,0.810516
3.775000,47.894829,59.105960,-11.211131,0.810321
3.780000,47.900395,59.126984,-11.226589,0.810127
3.785000,47.905938,59.147952,-11.242014,0.809934
3.790000,47.911460,59.168865,-11.257406,0.809741
3.795000,47.916960,59.189723,-11.272764,0.809549
3.800000,47.922438,59.210526,-11.288089,0.809357
3.805000,47.927894,59.231275,-11.303380,0.809165
3.810000,47.933329,59.251969,-11.318639,0.808974
3.815000,47.938743,59.272608,-11.333865,0.808784
3.820000,47.944135,59.293194,-11.349058,0.808594
3.825000,47.949507,59.313725,-11.364219,0.808405
3.830000,47.954857,59.334204,-11.379347,0.808216
3.835000,47.960186,59.354628,-11.394442,0.808028
3.840000,47.965495,59.375000,-11.409505,0.807840
3.845000,47.970783,59.395319,-11.424536,0.807653
3.850000,47.976050,59.415584,-11.439534,0.807466
3.855000,47.981297,59.435798,-11.454501,0.807279
3.860000,47.986523,59.455959,-11.469435,0.807094
3.865000,47.991729,59.476067,-11.484338,0.806908
3.870000,47.996915,59.496124,-11.499209,0.806723
3.875000,48.002081,59.516129,-11.514048,0.806539
3.880000,48.007227,59.536082,-11.528855,0.806355
3.885000,48.012353,59.555985,-11.543631,0.806172
3.890000,48.017460,59.575835,-11.558376,0.805989
3.895000,48.022546,59.595635,-11.573089,0.805806
3.900000,48.027613,59.615385,-11.587771,0.805624
3.905000,48.032661,59.635083,-11.602422,0.805443
3.910000,48.037689,59.654731,-11.617042,0.805262
3.915000,48.042699,59.674330,-11.631631,0.805081
3.920000,48.047688,59.693878,-11.646189,0.804901
3.925000,48.052659,59.713376,-11.660716,0.804722
3.930000,48.057611,59.732824,-11.675213,0.804543
3.935000,48.062544,59.752224,-11.689679,0.804364
3.940000,48.067459,59.771574,-11.704115,0.804186
3.945000,48.072354,59.790875,-11.718520,0.804008
3.950000,48.077231,59.810127,-11.732895,0.803831
3.955000,48.082090,59.829330,-11.747240,0.803654
3.960000,48.086930,59.848485,-11.761555,0.803478
3.965000,48.091752,59.867591,-11.775840,0.803302
3.970000,48.096555,59.886650,-11.790094,0.803126
3.975000,48.101341,59.905660,-11.804319,0.802952
3.980000,48.106108,59.924623,-11.818515,0.802777
3.985000,48.110858,59.943538,-11.832680,0.802603
3.990000,48.115590,59.962406,-11.846816,0.802429
3.995000,48.120304,59.981227,-11.860923,0.802256
4.000000,48.125000,60.000000,-11.875000,0.802083
4.005000,48.129679,60.018727,-11.889048,0.801911
4.010000,48.134340,60.037406,-11.903067,0.801739
4.015000,48.138984,60.056040,-11.917056,0.801568
4.020000,48.143610,60.074627,-11.931017,0.801397
4.025000,48.148220,60.093168,-11.944948,0.801226
4.030000,48.152812,60.111663,-11.958851,0.801056
4.035000,48.157387,60.130112,-11.972725,0.800886
4.040000,48.161945,60.148515,-11.986570,0.800717
4.045000,48.166486,60.166873,-12.000387,0.800548
4.050000,48.171011,60.185185,-12.014175,0.800380
4.055000,48.175518,60.203453,-12.027934,0.800212
4.060000,48.180009,60.221675,-12.041666,0.800044
4.065000,48.184484,60.239852,-12.055369,0.799877
4.070000,48.188942,60.257985,-12.069044,0.799710
4.075000,48.193383,60.276074,-12.082690,0.799544
4.080000,48.197809,60.294118,-12.096309,0.799378
4.085000,48.202218,60.312118,-12.109900,0.799213
4.090000,48.206610,60.330073,-12.123463,0.799048
4.095000,48.210987,60.347985,-12.136998,0.798883
4.100000,48.215348,60.365854,-12.150506,0.798719
4.105000,48.219693,60.383678,-12.163986,0.798555
4.110000,48.224022,60.401460,-12.177438,0.798392
4.115000,48.228335,60.419198,-12.190863,0.798229
4.120000,48.232633,60.436893,-12.204261,0.798066
4.125000,48.236915,60.454545,-12.217631,0.797904
4.130000,48.241181,60.472155,-12.230974,0.797742
4.135000,48.245432,60.489722,-12.244290,0.797581
4.140000,48.249667,60.507246,-12.257579,0.797420
4.145000,48.253888,60.524729,-12.270841,0.797259
4.150000,48.258093,60.542169,-12.284076,0.797099
4.155000,48.262282,60.559567,-12.297284,0.796939
4.160000,48.266457,60.576923,-12.310466,0.796780
4.165000,48.270617,60.594238,-12.323621,0.796621
4.170000,48.274761,60.611511,-12.336749,0.796462
4.175000,48.278891,60.628743,-12.349851,0.796304
4.180000,48.283006,60.645933,-12.362927,0.796146
4.185000,48.287107,60.663082,-12.375976,0.795988
4.190000,48.291192,60.680191,-12.388999,0.795831
4.195000,48.295263,60.697259,-12.401995,0.795675
4.200000,48.299320,60.714286,-12.414966,0.795518
4.205000,48.303362,60.731272,-12.427911,0.795362
4.210000,48.307389,60.748219,-12.440829,0.795207
4.215000,48.311403,60.765125,-12.453722,0.795051
4.220000,48.315402,60.781991,-12.466589,0.794897
4.225000,48.319387,60.798817,-12.479430,0.794742
4.230000,48.323357,60.815603,-12.492246,0.794588
4.235000,48.327314,60.832349,-12.505035,0.794434
4.240000,48.331257,60.849057,-12.517800,0.794281
4.245000,48.335185,60.865724,-12.530539,0.794128
4.250000,48.339100,60.882353,-12.543253,0.793976
4.255000,48.343001,60.898942,-12.555941,0.793823
4.260000,48.346889,60.915493,-12.568604,0.793671
4.265000,48.350763,60.932005,-12.581242,0.793520
4.270000,48.354623,60.948478,-12.593855,0.793369
4.275000,48.358469,60.964912,-12.606443,0.793218
4.280000,48.362302,60.981308,-12.619006,0.793068
4.285000,48.366122,60.997666,-12.631544,0.792918
4.290000,48.369928,61.013986,-12.644058,0.792768
4.295000,48.373722,61.030268,-12.656546,0.792619
4.300000,48.377501,61.046512,-12.669010,0.792470
4.305000,48.381268,61.062718,-12.681450,0.792321
4.310000,48.385022,61.078886,-12.693865,0.792173
4.315000,48.388762,61.095017,-12.706255,0.792025
4.320000,48.392490,61.111111,-12.718621,0.791877
4.325000,48.396204,61.127168,-12.730963,0.791730
4.330000,48.399906,61.143187,-12.743281,0.791583
4.335000,48.403595,61.159170,-12.755574,0.791436
4.340000,48.407271,61.175115,-12.767844,0.791290
4.345000,48.410935,61.191024,-12.780089,0.791144
4.350000,48.414586,61.206897,-12.792311,0.790999
4.355000,48.418224,61.222732,-12.804508,0.790854
4.360000,48.421850,61.238532,-12.816682,0.790709
4.365000,48.425463,61.254296,-12.828832,0.790564
4.370000,48.429064,61.270023,-12.840958,0.790420
4.375000,48.432653,61.285714,-12.853061,0.790276
4.380000,48.436229,61.301370,-12.865140,0.790133
4.385000,48.439794,61.316990,-12.877196,0.789990
4.390000,48.443346,61.332574,-12.889228,0.789847
4.395000,48.446885,61.348123,-12.901237,0.789704
4.400000,48.450413,61.363636,-12.913223,0.789562
4.405000,48.453929,61.379115,-12.925186,0.789420
4.410000,48.457433,61.394558,-12.937125,0.789279
4.415000,48.460925,61.409966,-12.949041,0.789138
4.420000,48.464405,61.425339,-12.960934,0.788997
4.425000,48.467873,61.440678,-12.972805,0.788856
4.430000,48.471330,61.455982,-12.984652,0.788716
4.435000,48.474775,61.471251,-12.996477,0.788576
4.440000,48.478208,61.486486,-13.008279,0.788437
4.445000,48.481630,61.501687,-13.020058,0.788298
4.450000,48.485040,61.516854,-13.031814,0.788159
4.455000,48.488438,61.531987,-13.043548,0.788020
4.460000,48.491826,61.547085,-13.055260,0.787882
4.465000,48.495202,61.562150,-13.066948,0.787744
4.470000,48.498566,61.577181,-13.078615,0.787606
4.475000,48.501919,61.592179,-13.090259,0.787469
4.480000,48.505261,61.607143,-13.101881,0.787332
4.485000,48.508592,61.622074,-13.113481,0.787195
4.490000,48.511912,61.636971,-13.125059,0.787059
4.495000,48.515221,61.651835,-13.136615,0.786923
4.500000,48.518519,61.666667,-13.148148,0.786787
4.505000,48.521805,61.681465,-13.159660,0.786651
4.510000,48.525081,61.696231,-13.171150,0.786516
4.515000,48.528346,61.710963,-13.182618,0.786381
4.520000,48.531600,61.725664,-13.194064,0.786247
4.525000,48.534843,61.740331,-13.205488,0.786112
4.530000,48.538076,61.754967,-13.216891,0.785978
4.535000,48.541298,61.769570,-13.228272,0.785845
4.540000,48.544509,61.784141,-13.239632,0.785711
4.545000,48.547710,61.798680,-13.250970,0.785578
4.550000,48.550900,61.813187,-13.262287,0.785446
4.555000,48.554079,61.827662,-13.273583,0.785313
4.560000,48.557248,61.842105,-13.284857,0.785181
4.565000,48.560407,61.856517,-13.296110,0.785049
4.570000,48.563555,61.870897,-13.307342,0.784918
4.575000,48.566694,61.885246,-13.318552,0.784786
4.580000,48.569821,61.899563,-13.329742,0.784655
4.585000,48.572939,61.913850,-13.340911,0.784525
4.590000,48.576046,61.928105,-13.352058,0.784394
4.595000,48.579143,61.942329,-13.363185,0.784264
4.600000,48.582231,61.956522,-13.374291,0.784134
4.605000,48.585308,61.970684,-13.385376,0.784005
4.610000,48.588375,61.984816,-13.396441,0.783875
4.615000,48.591432,61.998917,-13.407485,0.783746
4.620000,48.594479,62.012987,-13.418508,0.783618
4.625000,48.597516,62.027027,-13.429511,0.783489
4.630000,48.600544,62.041037,-13.440493,0.783361
4.635000,48.603562,62.055016,-13.451455,0.783233
4.640000,48.606570,62.068966,-13.462396,0.783106
4.645000,48.609568,62.082885,-13.473317,0.782979
4.650000,48.612556,62.096774,-13.484218,0.782852
4.655000,48.615535,62.110634,-13.495098,0.782725
4.660000,48.618505,62.124464,-13.505959,0.782598
4.665000,48.621464,62.138264,-13.516799,0.782472
4.670000,48.624415,62.152034,-13.527619,0.782346
4.675000,48.627356,62.165775,-13.538420,0.782221
4.680000,48.630287,62.179487,-13.549200,0.782095
4.685000,48.633209,62.193170,-13.559961,0.781970
4.690000,48.636122,62.206823,-13.570701,0.781845
4.695000,48.639025,62.220447,-13.581422,0.781721
4.700000,48.641919,62.234043,-13.592123,0.781597
4.705000,48.644804,62.247609,-13.602805,0.781473
4.710000,48.647680,62.261146,-13.613466,0.781349
4.715000,48.650547,62.274655,-13.624109,0.781225
4.720000,48.653404,62.288136,-13.634731,0.781102
4.725000,48.656253,62.301587,-13.645335,0.780979
4.730000,48.659092,62.315011,-13.655919,0.780857
4.735000,48.661922,62.328405,-13.666483,0.780734
4.740000,48.664744,62.341772,-13.677028,0.780612
4.745000,48.667556,62.355111,-13.687554,0.780490
4.750000,48.670360,62.368421,-13.698061,0.780369
4.755000,48.673155,62.381703,-13.708549,0.780247
4.760000,48.675941,62.394958,-13.719017,0.780126
4.765000,48.678718,62.408185,-13.729466,0.780005
4.770000,48.681487,62.421384,-13.739897,0.779885
4.775000,48.684247,62.434555,-13.750308,0.779764
4.780000,48.686998,62.447699,-13.760701,0.779644
4.785000,48.689740,62.460815,-13.771075,0.779525
4.790000,48.692474,62.473904,-13.781430,0.779405
4.795000,48.695200,62.486966,-13.791766,0.779286
4.800000,48.697917,62.500000,-13.802083,0.779167
4.805000,48.700625,62.513007,-13.812382,0.779048
4.810000,48.703325,62.525988,-13.822662,0.778929
4.815000,48.706017,62.538941,-13.832924,0.778811
4.820000,48.708700,62.551867,-13.843167,0.778693
4.825000,48.711375,62.564767,-13.853392,0.778575
4.830000,48.714041,62.577640,-13.863598,0.778458
4.835000,48.716700,62.590486,-13.873786,0.778340
4.840000,48.719350,62.603306,-13.883956,0.778223
4.845000,48.721992,62.616099,-13.894107,0.778106
4.850000,48.724625,62.628866,-13.904241,0.777990
4.855000,48.727251,62.641607,-13.914356,0.777874
4.860000,48.729868,62.654321,-13.924453,0.777758
4.865000,48.732478,62.667009,-13.934531,0.777642
4.870000,48.735079,62.679671,-13.944592,0.777526
4.875000,48.737673,62.692308,-13.954635,0.777411
4.880000,48.740258,62.704918,-13.964660,0.777296
4.885000,48.742835,62.717503,-13.974667,0.777181
4.890000,48.745405,62.730061,-13.984656,0.777066
4.895000,48.747967,62.742594,-13.994628,0.776952
4.900000,48.750521,62.755102,-14.004581,0.776838
4.905000,48.753067,62.767584,-14.014517,0.776724
4.910000,48.755605,62.780041,-14.024436,0.776610
4.915000,48.758136,62.792472,-14.034337,0.776497
4.920000,48.760658,62.804878,-14.044220,0.776383
4.925000,48.763173,62.817259,-14.054085,0.776270
4.930000,48.765681,62.829615,-14.063934,0.776158
4.935000,48.768181,62.841945,-14.073764,0.776045
4.940000,48.770673,62.854251,-14.083578,0.775933
4.945000,48.773158,62.866532,-14.093374,0.775821
4.950000,48.775635,62.878788,-14.103153,0.775709
4.955000,48.778105,62.891019,-14.112914,0.775597
4.960000,48.780567,62.903226,-14.122659,0.775486
4.965000,48.783022,62.915408,-14.132386,0.775375
4.970000,48.785469,62.927565,-14.142096,0.775264
4.975000,48.787909,62.939698,-14.151789,0.775153
4.980000,48.790342,62.951807,-14.161465,0.775043
4.985000,48.792767,62.963892,-14.171124,0.774933
4.990000,48.795186,62.975952,-14.180766,0.774823
4.995000,48.797596,62.987988,-14.190392,0.774713
5.000000,48.800000,63.000000,-14.200000,0.774603
0.500000,1.041667,0.416667,0.625000,2.500000
0.505000,1.083963,0.437921,0.646042,2.475248
0.510000,1.127533,0.460034,0.667500,2.450980
0.515000,1.172405,0.483031,0.689374,2.427184
0.520000,1.218603,0.506939,0.711664,2.403846
0.525000,1.266152,0.531784,0.734368,2.380952
0.530000,1.315080,0.557594,0.757486,2.358491
0.535000,1.365413,0.584397,0.781016,2.336449
0.540000,1.417176,0.612220,0.804956,2.314815
0.545000,1.470398,0.641093,0.829304,2.293578
0.550000,1.525104,0.671046,0.854058,2.272727
0.555000,1.581323,0.702108,0.879216,2.252252
0.560000,1.639083,0.734309,0.904774,2.232143
0.565000,1.698410,0.767681,0.930729,2.212389
0.570000,1.759334,0.802256,0.957077,2.192982
0.575000,1.821882,0.838065,0.983816,2.173913
0.580000,1.886083,0.875142,1.010940,2.155172
0.585000,1.951966,0.913520,1.038446,2.136752
0.590000,2.019560,0.953232,1.066328,2.118644
0.595000,2.088895,0.994314,1.094581,2.100840
0.600000,2.160000,1.036800,1.123200,2.083333
0.605000,2.232905,1.080726,1.152179,2.066116
0.610000,2.307640,1.126128,1.181512,2.049180
0.615000,2.384236,1.173044,1.211192,2.032520
0.620000,2.462723,1.221510,1.241212,2.016129
0.625000,2.543132,1.271566,1.271566,2.000000
0.630000,2.625494,1.323249,1.302245,1.984127
0.635000,2.709840,1.376599,1.333241,1.968504
0.640000,2.796203,1.431656,1.364547,1.953125
0.645000,2.884613,1.488460,1.396153,1.937984
0.650000,2.975104,1.547054,1.428050,1.923077
0.655000,3.067708,1.607479,1.460229,1.908397
0.660000,3.162456,1.669777,1.492679,1.893939
0.665000,3.259383,1.733991,1.525391,1.879699
0.670000,3.358520,1.800167,1.558353,1.865672
0.675000,3.459902,1.868347,1.591555,1.851852
0.680000,3.563563,1.938578,1.624985,1.838235
0.685000,3.669535,2.010905,1.658630,1.824818
0.690000,3.777854,2.085375,1.692478,1.811594
0.695000,3.888553,2.162035,1.726517,1.798561
0.700000,4.001667,2.240933,1.760733,1.785714
0.705000,4.117231,2.322118,1.795113,1.773050
0.710000,4.235280,2.405639,1.829641,1.760563
0.715000,4.355850,2.491546,1.864304,1.748252
0.720000,4.478976,2.579890,1.899086,1.736111
0.725000,4.604694,2.670723,1.933971,1.724138
0.730000,4.733040,2.764095,1.968945,1.712329
0.735000,4.864051,2.860062,2.003989,1.700680
0.740000,4.997763,2.958675,2.039087,1.689189
0.745000,5.134213,3.059991,2.074222,1.677852
0.750000,5.273438,3.164063,2.109375,1.666667
0.755000,5.415475,3.270947,2.144528,1.655629
0.760000,5.560363,3.380701,2.179662,1.644737
0.765000,5.708138,3.493381,2.214758,1.633987
0.770000,5.858840,3.609046,2.249795,1.623377
0.775000,6.012507,3.727754,2.284752,1.612903
0.780000,6.169176,3.849566,2.319610,1.602564
0.785000,6.328888,3.974541,2.354346,1.592357
0.790000,6.491680,4.102742,2.388938,1.582278
0.795000,6.657593,4.234229,2.423364,1.572327
0.800000,6.826667,4.369067,2.457600,1.562500
0.805000,6.998940,4.507317,2.491623,1.552795
0.810000,7.174454,4.649046,2.525408,1.543210
0.815000,7.353248,4.794317,2.558930,1.533742
0.820000,7.535363,4.943198,2.592165,1.524390
0.825000,7.720840,5.095754,2.625086,1.515152
0.830000,7.909720,5.252054,2.657666,1.506024
0.835000,8.102045,5.412166,2.689879,1.497006
0.840000,8.297856,5.576159,2.721697,1.488095
0.845000,8.497195,5.744104,2.753091,1.479290
0.850000,8.700104,5.916071,2.784033,1.470588
0.855000,8.906626,6.092132,2.814494,1.461988
0.860000,9.116803,6.272360,2.844442,1.453488
0.865000,9.330678,6.456829,2.873849,1.445087
0.870000,9.548294,6.645612,2.902681,1.436782
0.875000,9.769694,6.838786,2.930908,1.428571
0.880000,9.994923,7.036426,2.958497,1.420455
0.885000,10.224023,7.238609,2.985415,1.412429
0.890000,10.457040,7.445413,3.011628,1.404494
0.895000,10.694018,7.656917,3.037101,1.396648
0.900000,10.935000,7.873200,3.061800,1.388889
0.905000,11.180033,8.094344,3.085689,1.381215
0.910000,11.429160,8.320429,3.108732,1.373626
0.915000,11.682428,8.551538,3.130891,1.366120
0.920000,11.939883,8.787754,3.152129,1.358696
0.925000,12.201569,9.029161,3.172408,1.351351
0.930000,12.467534,9.275845,3.191689,1.344086
0.935000,12.737823,9.527891,3.209931,1.336898
0.940000,13.012483,9.785387,3.227096,1.329787
0.945000,13.291561,10.048420,3.243141,1.322751
0.950000,13.575104,10.317079,3.258025,1.315789
0.955000,13.863160,10.591454,3.271706,1.308901
0.960000,14.155776,10.871636,3.284140,1.302083
0.965000,14.453000,11.157716,3.295284,1.295337
0.970000,14.754880,11.449787,3.305093,1.288660
0.975000,15.061465,11.747943,3.313522,1.282051
0.980000,15.372803,12.052277,3.320525,1.275510
0.985000,15.688943,12.362887,3.326056,1.269036
0.990000,16.009934,12.679867,3.330066,1.262626
0.995000,16.335825,13.003317,3.332508,1.256281
1.000000,16.666667,13.333333,3.333333,1.250000
1.005000,16.997517,13.665008,3.332508,1.243872
1.010000,17.323465,13.993399,3.330066,1.237974
1.015000,17.644608,14.318555,3.326053,1.232290
1.020000,17.961041,14.640523,3.320518,1.226803
1.025000,18.272853,14.959350,3.313504,1.221501
1.030000,18.580136,15.275081,3.305055,1.216369
1.035000,18.882977,15.587762,3.295215,1.211398
1.040000,19.181460,15.897436,3.284024,1.206576
1.045000,19.475668,16.204147,3.271522,1.201894
1.050000,19.765684,16.507937,3.257748,1.197344
1.055000,20.051586,16.808847,3.242739,1.192919
1.060000,20.333452,17.106918,3.226534,1.188610
1.065000,20.611357,17.402191,3.209166,1.184412
1.070000,20.885376,17.694704,3.190672,1.180318
1.075000,21.155580,17.984496,3.171083,1.176323
1.080000,21.422039,18.271605,3.150434,1.172422
1.085000,21.684824,18.556068,3.128756,1.168611
1.090000,21.944000,18.837920,3.106080,1.164884
1.095000,22.199634,19.117199,3.082435,1.161239
1.100000,22.451791,19.393939,3.057851,1.157670
1.105000,22.700532,19.668175,3.032357,1.154176
1.110000,22.945919,19.939940,3.005979,1.150752
1.115000,23.188012,20.209268,2.978745,1.147395
1.120000,23.426871,20.476190,2.950680,1.144103
1.125000,23.662551,20.740741,2.921811,1.140873
1.130000,23.895111,21.002950,2.892161,1.137703
1.135000,24.124603,21.262849,2.861754,1.134589
1.140000,24.351082,21.520468,2.830615,1.131531
1.145000,24.574601,21.775837,2.798764,1.128526
1.150000,24.795211,22.028986,2.766226,1.125572
1.155000,25.012962,22.279942,2.733020,1.122667
1.160000,25.227903,22.528736,2.699168,1.119810
1.165000,25.440083,22.775393,2.664690,1.116999
1.170000,25.649548,23.019943,2.629605,1.114232
1.175000,25.856345,23.262411,2.593934,1.111508
1.180000,26.060519,23.502825,2.557694,1.108825
1.185000,26.262114,23.741210,2.520904,1.106183
1.190000,26.461173,23.977591,2.483582,1.103579
1.195000,26.657738,24.211994,2.445744,1.101014
1.200000,26.851852,24.444444,2.407407,1.098485
1.205000,27.043554,24.674965,2.368589,1.095992
1.210000,27.232885,24.903581,2.329304,1.093533
1.215000,27.419883,25.130316,2.289567,1.091108
1.220000,27.604587,25.355191,2.249395,1.088715
1.225000,27.787033,25.578231,2.208802,1.086355
1.230000,27.967259,25.799458,2.167801,1.084025
1.235000,28.145301,26.018893,2.126408,1.081726
1.240000,28.321193,26.236559,2.084634,1.079455
1.245000,28.494971,26.452477,2.042494,1.077214
1.250000,28.666667,26.666667,2.000000,1.075000
1.255000,28.836315,26.879150,1.957165,1.072813
1.260000,29.003947,27.089947,1.914000,1.070654
